00201690485721,0020107527653,2,5,23:52:19,10
00201682736450,http://www.youtube.com,3,44105975,23:28:07,10
00201656273849,00201645372819,2,3,23:32:59,0
00201650394821,0020155412375,2,3,23:18:18,20
00201623948576,0020121030630,1,190,23:46:25,33
00201650394821,0020118326962,2,2,23:46:29,20
00201687162534,00201628374619,2,4,23:33:13,0
00201687162534,00201660495837,2,3,00:05:27,0
00201639485762,0020128969406,2,1,23:38:58,20
00201648592031,0020119959269,2,2,23:48:48,10
00201690485721,00201691827364,2,3,23:37:09,0
00201693847562,00201628374619,2,1,23:53:13,0
00201693847562,0020123439544,2,3,23:48:20,20
00201610293847,0020112121793,2,5,23:45:47,10
00201619283745,http://www.google.com,3,10938911,23:44:00,10
00201693847562,0020153455803,1,423,23:17:34,16
00201619283745,00201678192034,1,468,23:43:17,0
00201650394821,00201693847562,1,181,23:39:51,0
00201657483920,http://www.facebook.com,3,47461515,23:44:59,10
00201619283745,http://www.google.com,3,49704815,23:29:51,0
00201691827364,00201619283745,1,285,23:07:51,0
00201639485762,00201687162534,1,245,23:41:37,0
00201690485721,00201639485762,1,315,23:48:11,0
00201619283745,http://www.facebook.com,3,83077608,23:51:30,15
00201660495837,00201628374619,1,480,00:01:12,0
00201648592031,http://www.whatsapp.com,3,86637577,23:43:04,15
00201657483920,00201690485721,2,2,23:50:42,0
00201623948576,http://www.youtube.com,3,91357117,23:32:55,0
00201628374619,http://www.youtube.com,3,77388786,23:23:22,10
00201660495837,http://www.youtube.com,3,62341455,23:13:16,0
00201650394821,http://www.facebook.com,3,52842024,23:18:17,0
00201691827364,00201623948576,2,1,23:14:43,0
00201650394821,http://www.google.com,3,20688090,23:14:25,15
00201691827364,http://www.google.com,3,9547755,23:11:03,15
00201639485762,00201660495837,1,205,23:29:22,0
00201660495837,http://www.google.com,3,60907086,23:12:37,0
00201610293847,http://www.google.com,3,43200449,23:31:06,0
00201693847562,00201660495837,2,2,23:10:47,0
00201687162534,http://www.facebook.com,3,98504344,23:23:15,0
00201656273849,http://www.whatsapp.com,3,37811342,23:27:00,0
00201628374619,00201645372819,1,201,23:24:55,0
00201627384950,0020129404942,1,371,23:27:54,32
00201687162534,0020153723852,1,64,23:29:17,50
00201656273849,00201628374619,1,574,23:33:47,0
00201657483920,http://www.google.com,3,98437997,23:23:02,0
00201678192034,00201657483920,2,4,23:15:22,0
00201660495837,00201656273849,2,4,23:12:08,0
00201657483920,00201627384950,1,14,23:23:56,0
00201693847562,http://www.whatsapp.com,3,88168220,00:03:19,15
00201639485762,http://www.facebook.com,3,100715465,23:53:55,0
00201648592031,00201634592817,1,279,23:26:19,0
00201678192034,0020117173406,1,286,00:05:48,12
00201645372819,http://www.whatsapp.com,3,10505026,23:51:38,0
00201623948576,00201639485762,2,3,23:19:09,0
00201634592817,http://www.youtube.com,3,102634825,23:31:27,15
00201656273849,00201610293847,1,102,23:13:29,0
00201684759203,0020106472307,1,523,23:38:33,31
00201650394821,00201628374619,1,569,23:51:05,0
00201610293847,0020105297811,2,1,23:59:48,10
00201682736450,http://www.youtube.com,3,42815751,23:18:42,15
00201634592817,00201610293847,1,222,23:29:44,0
00201660495837,http://www.whatsapp.com,3,75413814,23:52:30,0
00201660495837,0020104617352,2,5,23:44:26,20
00201656273849,00201650394821,1,411,23:46:53,0
00201650394821,00201634592817,2,3,23:13:16,0
00201627384950,00201678192034,1,191,00:01:29,0
00201650394821,00201693847562,1,460,23:53:39,0
00201687162534,0020152046494,1,209,23:31:55,44
00201678192034,00201610293847,1,441,00:03:39,0
00201628374619,00201627384950,1,557,23:32:31,0
00201682736450,00201610293847,2,3,23:42:55,0
00201656273849,http://www.whatsapp.com,3,24280259,23:40:51,0
00201648592031,0020115259325,1,565,23:31:13,29
00201690485721,http://www.facebook.com,3,66177145,23:22:00,15
00201619283745,http://www.youtube.com,3,35254494,23:06:19,10
00201682736450,00201684759203,2,3,23:14:58,0
00201682736450,0020108816299,2,5,23:27:14,20
00201693847562,http://www.facebook.com,3,57120065,23:51:57,10
00201691827364,0020102378907,2,4,23:49:29,10
00201656273849,http://www.youtube.com,3,97144968,23:44:17,10
00201623948576,0020123897758,2,1,00:00:58,10
00201627384950,http://www.whatsapp.com,3,55614788,23:36:09,10
00201657483920,http://www.google.com,3,1712072,00:00:18,15
00201619283745,0020121947147,1,245,23:07:34,14
00201657483920,http://www.facebook.com,3,48564061,23:55:09,10
00201619283745,http://www.whatsapp.com,3,16418937,23:06:41,15
00201656273849,00201682736450,2,4,23:56:37,0
00201682736450,http://www.facebook.com,3,101220861,00:02:11,10
00201690485721,00201650394821,2,2,23:46:42,0
00201657483920,00201619283745,2,4,23:53:31,0
00201693847562,00201687162534,2,1,23:15:42,0
00201623948576,0020101327347,1,189,23:29:58,15
00201690485721,00201678192034,2,5,23:17:12,0
00201645372819,00201660495837,1,29,23:30:08,0
00201687162534,0020157055537,2,3,23:45:46,10
00201628374619,0020101096810,2,5,23:06:53,20
00201687162534,00201650394821,1,332,00:00:34,0
00201682736450,http://www.whatsapp.com,3,71518745,23:17:36,15
00201639485762,0020156933453,2,1,23:47:54,20
00201682736450,0020115402087,2,1,23:42:37,20
