00201628374619,http://www.facebook.com,3,72942853,20:03:45,10
00201691827364,00201690485721,2,5,19:33:25,0
00201690485721,0020122166543,2,4,19:35:21,20
00201627384950,http://www.youtube.com,3,31157603,20:10:11,15
00201648592031,http://www.youtube.com,3,34297155,20:14:41,10
00201610293847,0020159498626,1,99,19:31:18,20
00201619283745,0020116367724,1,378,19:51:50,35
00201650394821,00201690485721,2,2,19:58:50,0
00201634592817,http://www.youtube.com,3,10757106,19:48:24,0
00201693847562,00201691827364,2,5,19:53:59,0
00201656273849,00201678192034,1,238,19:57:50,0
00201656273849,0020155155280,1,590,19:53:46,21
00201645372819,0020158627096,1,52,20:04:09,13
00201687162534,http://www.whatsapp.com,3,67484942,19:43:42,10
00201645372819,00201639485762,1,279,20:01:02,0
00201684759203,http://www.facebook.com,3,31243988,20:18:22,0
00201656273849,http://www.youtube.com,3,68545513,19:31:20,10
00201639485762,http://www.facebook.com,3,32501738,19:47:31,15
00201619283745,http://www.facebook.com,3,26104048,19:42:41,15
00201657483920,00201693847562,1,56,19:42:48,0
00201645372819,http://www.whatsapp.com,3,64010715,19:52:53,15
00201657483920,http://www.google.com,3,22030839,20:00:05,0
00201610293847,0020101412459,2,1,19:53:20,20
00201678192034,http://www.facebook.com,3,89243167,20:03:26,10
00201657483920,00201650394821,1,421,20:05:37,0
00201634592817,http://www.facebook.com,3,76771142,19:36:45,0
00201627384950,http://www.whatsapp.com,3,66012028,19:49:20,0
00201610293847,0020108322283,1,42,20:02:10,48
00201678192034,http://www.whatsapp.com,3,87283124,20:01:08,15
00201650394821,http://www.whatsapp.com,3,37972559,20:05:22,10
00201650394821,00201693847562,1,476,20:05:21,0
00201656273849,http://www.google.com,3,64952379,19:23:17,0
00201645372819,0020102509162,2,4,19:56:23,10
00201693847562,http://www.facebook.com,3,88297939,19:28:41,10
00201623948576,http://www.youtube.com,3,52797497,19:46:30,10
00201687162534,http://www.whatsapp.com,3,103088367,19:48:44,0
00201628374619,00201627384950,2,4,19:23:36,0
00201639485762,0020152250730,2,1,19:39:12,20
00201627384950,0020106650484,1,308,19:43:18,21
00201660495837,00201693847562,1,71,20:04:46,0
00201634592817,0020122389190,2,2,19:47:01,20
00201678192034,00201690485721,2,2,19:39:01,0
00201691827364,0020113700960,1,502,20:15:38,49
00201690485721,http://www.youtube.com,3,27325261,20:14:36,10
00201634592817,http://www.facebook.com,3,67193483,19:36:48,10
00201693847562,http://www.google.com,3,16635568,19:36:40,10
00201610293847,http://www.whatsapp.com,3,88173192,20:16:31,15
00201684759203,00201650394821,2,3,19:30:05,0
00201660495837,0020124755383,2,5,19:23:45,10
00201628374619,http://www.google.com,3,69915584,19:22:45,0
00201691827364,http://www.facebook.com,3,3059488,19:48:29,10
00201682736450,0020123866034,1,529,20:18:26,22
00201660495837,0020123832792,1,326,19:44:02,46
00201678192034,http://www.google.com,3,26367801,20:14:30,0
00201627384950,00201682736450,1,572,19:27:39,0
00201687162534,0020107700716,1,283,19:40:53,32
00201684759203,00201656273849,1,165,19:39:51,0
00201657483920,0020153833376,1,454,19:59:28,23
00201678192034,0020125167205,1,281,19:33:57,11
00201693847562,0020152001433,2,5,19:42:00,10
00201687162534,00201693847562,1,99,20:14:02,0
00201634592817,00201623948576,2,1,20:11:22,0
00201619283745,00201684759203,2,1,19:28:48,0
00201628374619,00201623948576,2,2,20:06:25,0
00201634592817,0020128825910,1,66,20:18:04,22
00201678192034,http://www.facebook.com,3,104542002,19:33:44,0
00201678192034,http://www.youtube.com,3,81542736,19:40:01,0
00201660495837,http://www.youtube.com,3,26052522,19:23:45,0
00201660495837,00201690485721,1,323,19:43:54,0
00201639485762,http://www.whatsapp.com,3,39077758,19:23:15,15
00201682736450,http://www.google.com,3,3141391,20:06:06,15
00201634592817,00201687162534,1,523,20:10:51,0
00201693847562,0020103883834,1,441,20:09:27,12
00201639485762,00201628374619,2,5,19:38:31,0
00201628374619,0020124286696,2,4,19:36:56,10
00201682736450,00201684759203,2,5,19:54:29,0
00201610293847,00201656273849,2,2,19:52:33,0
00201690485721,0020156833375,1,266,19:40:55,43
00201687162534,00201690485721,1,424,20:11:48,0
00201687162534,0020126972783,2,4,19:43:10,10
00201678192034,http://www.youtube.com,3,62230826,20:07:38,10
00201639485762,http://www.facebook.com,3,39067213,19:45:01,15
00201678192034,http://www.youtube.com,3,40094531,20:01:54,0
00201610293847,0020123847406,1,352,19:20:03,22
00201623948576,00201678192034,2,1,20:06:14,0
00201691827364,http://www.facebook.com,3,103174248,19:52:43,15
00201650394821,00201682736450,1,353,20:04:41,0
00201660495837,http://www.youtube.com,3,65792659,20:08:30,15
00201693847562,0020113488687,1,488,20:00:06,43
00201648592031,0020121178312,1,100,19:37:26,13
00201690485721,0020105872596,2,5,20:04:38,10
00201687162534,http://www.youtube.com,3,26738859,20:15:44,0
00201628374619,http://www.youtube.com,3,78807658,19:45:48,15
00201691827364,0020127303184,2,5,19:38:28,20
00201678192034,0020153884015,2,5,19:38:17,10
00201690485721,0020154693072,1,518,19:43:42,41
00201610293847,http://www.facebook.com,3,693357,20:12:22,15
00201645372819,0020107417180,1,568,19:36:51,24
00201639485762,00201678192034,2,5,20:10:17,0
00201645372819,0020103252391,2,5,20:00:21,10
