00201645372819,0020109609010,2,2,18:54:00,10
00201656273849,http://www.youtube.com,3,27687059,18:53:43,10
00201660495837,http://www.facebook.com,3,90702017,18:43:31,15
00201690485721,http://www.youtube.com,3,1086553,18:38:40,10
00201619283745,0020109791124,2,3,18:18:13,20
00201682736450,00201645372819,2,4,18:00:43,0
00201656273849,0020152946074,2,3,18:49:25,10
00201657483920,00201634592817,1,467,18:42:15,0
00201648592031,0020154815495,1,382,18:06:50,50
00201645372819,0020125394321,1,501,18:15:37,34
00201650394821,http://www.youtube.com,3,83382527,18:49:05,10
00201684759203,00201656273849,2,5,18:38:12,0
00201693847562,00201645372819,1,203,18:21:33,0
00201645372819,0020102569186,2,4,18:07:44,10
00201693847562,http://www.youtube.com,3,24686452,17:58:46,15
00201684759203,http://www.facebook.com,3,32459825,18:14:42,15
00201634592817,00201656273849,1,287,18:46:47,0
00201610293847,http://www.whatsapp.com,3,94349476,18:50:07,10
00201693847562,http://www.facebook.com,3,26739808,18:55:56,15
00201660495837,0020154578401,1,483,18:38:44,37
00201648592031,0020107265826,2,3,18:26:38,20
00201648592031,http://www.facebook.com,3,67381392,18:44:21,15
00201623948576,0020156523047,2,3,18:32:18,20
00201690485721,00201627384950,1,214,18:22:17,0
00201628374619,0020116868707,2,3,18:20:43,20
00201656273849,0020122161840,1,80,18:06:39,23
00201634592817,http://www.google.com,3,7715835,18:11:00,15
00201678192034,00201656273849,2,2,17:57:25,0
00201634592817,00201687162534,1,88,18:33:36,0
00201650394821,http://www.whatsapp.com,3,77237769,18:51:53,10
00201682736450,0020159895039,2,2,18:16:21,10
00201656273849,00201634592817,1,243,18:20:35,0
00201690485721,http://www.youtube.com,3,16267288,17:58:25,10
00201660495837,00201610293847,1,459,17:58:31,0
00201628374619,0020112495941,1,541,18:07:32,48
00201639485762,0020119956378,1,276,18:38:07,15
00201623948576,http://www.facebook.com,3,37489009,18:28:35,15
00201682736450,00201660495837,1,514,18:42:45,0
00201619283745,00201678192034,1,580,18:31:35,0
00201687162534,http://www.facebook.com,3,4502418,18:07:49,15
00201657483920,http://www.google.com,3,9245829,18:56:39,15
00201627384950,0020112459788,1,67,18:25:03,43
00201687162534,00201678192034,2,2,18:25:08,0
00201610293847,http://www.google.com,3,1756527,18:33:25,10
00201682736450,00201619283745,2,5,18:51:26,0
00201687162534,00201627384950,2,3,18:05:40,0
00201645372819,http://www.google.com,3,61241923,18:56:11,10
00201623948576,0020114721652,1,481,18:27:38,43
00201682736450,0020128132802,2,1,18:52:29,20
00201684759203,00201628374619,1,416,18:28:15,0
00201684759203,00201627384950,2,2,18:54:11,0
00201678192034,00201623948576,1,69,18:52:34,0
00201610293847,0020113374739,2,1,18:23:53,10
00201660495837,0020128323027,2,4,18:35:09,10
00201678192034,00201690485721,1,20,18:14:04,0
00201690485721,0020129032021,2,3,18:36:04,10
00201656273849,http://www.google.com,3,35769524,18:52:17,0
00201690485721,00201656273849,2,1,18:26:14,0
00201693847562,00201645372819,2,1,18:16:13,0
00201634592817,0020109384055,1,94,18:14:28,49
00201639485762,http://www.facebook.com,3,40194010,18:38:37,0
00201645372819,http://www.facebook.com,3,55483538,18:12:47,10
00201690485721,http://www.facebook.com,3,44134148,18:53:11,10
00201684759203,http://www.google.com,3,85070495,17:59:10,15
00201657483920,00201687162534,1,476,18:44:48,0
00201687162534,0020156385208,1,426,18:49:07,16
00201623948576,00201687162534,1,191,18:33:07,0
00201628374619,00201619283745,1,473,18:53:08,0
00201619283745,http://www.whatsapp.com,3,38461473,17:58:24,15
00201639485762,http://www.google.com,3,41241543,18:41:25,0
00201634592817,http://www.google.com,3,40534271,18:29:38,0
00201691827364,00201650394821,2,3,18:07:38,0
00201690485721,00201687162534,1,106,18:15:45,0
00201628374619,00201657483920,1,197,18:53:00,0
00201645372819,http://www.facebook.com,3,65477141,18:31:29,0
00201627384950,00201628374619,2,3,18:23:26,0
00201627384950,http://www.google.com,3,60542148,18:51:00,10
00201656273849,http://www.facebook.com,3,11591266,18:18:25,10
00201623948576,00201639485762,2,3,17:59:23,0
00201650394821,0020127158172,2,2,17:59:10,10
00201623948576,http://www.youtube.com,3,30542791,18:38:20,0
00201628374619,http://www.whatsapp.com,3,54593929,18:55:31,15
00201656273849,00201645372819,2,2,18:01:54,0
00201610293847,http://www.google.com,3,14717711,18:31:01,15
00201650394821,0020111234647,2,2,18:29:13,20
00201657483920,00201648592031,2,2,18:07:33,0
00201656273849,00201639485762,2,3,18:05:02,0
00201634592817,00201650394821,1,32,18:32:01,0
00201623948576,http://www.youtube.com,3,10877912,18:53:26,15
00201682736450,00201678192034,1,433,18:53:26,0
00201687162534,http://www.whatsapp.com,3,54836919,18:03:35,0
00201619283745,http://www.youtube.com,3,35459428,18:20:49,10
00201623948576,00201684759203,2,2,18:00:03,0
00201687162534,http://www.google.com,3,59266297,18:22:58,15
00201627384950,00201656273849,2,5,18:18:04,0
00201639485762,00201623948576,1,411,18:03:27,0
00201678192034,http://www.youtube.com,3,20851278,18:34:58,0
00201687162534,0020112921869,2,1,18:32:58,10
00201627384950,0020159335199,2,2,18:22:33,10
00201619283745,00201684759203,2,3,17:58:41,0
